,site_location,Math_PercentConfluent,Metadata_site,Metadata_Well,Metadata_Site,Metadata_Plate
405,89,2.092177158295378,CP257D-Well2-89,Well2,89,CP257D
406,89,10.026022563705927,CP257F-Well1-89,Well1,89,CP257F
407,89,10.436744789736888,CP257K-Well4-89,Well4,89,CP257K
408,89,5.119217589470907,CP257B-Well2-89,Well2,89,CP257B
409,89,3.771906420989159,CP257N-Well3-89,Well3,89,CP257N
410,89,1.8081599659154168,CP257J-Well6-89,Well6,89,CP257J
411,89,1.6221404732742444,CP257N-Well5-89,Well5,89,CP257N
412,93,8.388531057606796,CP257L-Well1-93,Well1,93,CP257L
413,93,6.070448651732259,CP257A-Well1-93,Well1,93,CP257A
414,93,12.67611770388132,CP257K-Well4-93,Well4,93,CP257K
415,93,8.016699664442076,CP257J-Well2-93,Well2,93,CP257J
416,94,7.315330801130321,CP257D-Well1-94,Well1,94,CP257D
417,94,16.084376380726976,CP257D-Well4-94,Well4,94,CP257D
418,94,1.1229983080414765,CP257L-Well6-94,Well6,94,CP257L
419,94,34.96643524794717,CP257A-Well1-94,Well1,94,CP257A
420,94,1.3077086239605369,CP257F-Well6-94,Well6,94,CP257F
421,94,1.3129710800076024,CP257J-Well1-94,Well1,94,CP257J
422,94,2.2200657847614704,CP257B-Well5-94,Well5,94,CP257B
423,94,1.2476062716472072,CP257F-Well1-94,Well1,94,CP257F
424,94,4.507776110276742,CP257A-Well5-94,Well5,94,CP257A
425,94,10.992863538292635,CP257F-Well2-94,Well2,94,CP257F
426,94,7.943665160208653,CP257L-Well3-94,Well3,94,CP257L
427,94,1.2790089325974217,CP257A-Well2-94,Well2,94,CP257A
428,94,9.133435588028297,CP257J-Well6-94,Well6,94,CP257J
429,94,3.109018524621896,CP257B-Well1-94,Well1,94,CP257B
430,94,10.368624223076052,CP257J-Well2-94,Well2,94,CP257J
431,94,3.8078651539280575,CP257K-Well6-94,Well6,94,CP257K
432,94,3.88472821850322,CP257K-Well5-94,Well5,94,CP257K
433,94,1.959839393081449,CP257K-Well1-94,Well1,94,CP257K
434,94,8.789584825930453,CP257J-Well3-94,Well3,94,CP257J
435,94,3.98786542105532,CP257J-Well5-94,Well5,94,CP257J
436,94,1.8383190309622155,CP257J-Well4-94,Well4,94,CP257J
437,94,1.2648261993743155,CP257L-Well1-94,Well1,94,CP257L
438,94,1.2836354571374629,CP257B-Well4-94,Well4,94,CP257B
439,94,1.838733748941907,CP257K-Well4-94,Well4,94,CP257K
440,95,13.690196857275382,CP257A-Well1-95,Well1,95,CP257A
441,95,5.157738692934998,CP257J-Well3-95,Well3,95,CP257J
442,95,2.015310267748034,CP257A-Well5-95,Well5,95,CP257A
443,95,6.144701567944932,CP257J-Well2-95,Well2,95,CP257J
444,95,9.00510384776704,CP257D-Well4-95,Well4,95,CP257D
445,95,4.773860112190566,CP257D-Well1-95,Well1,95,CP257D
446,95,1.3701624527477554,CP257A-Well2-95,Well2,95,CP257A
447,95,1.8612384356546967,CP257J-Well6-95,Well6,95,CP257J
448,95,2.824090328788897,CP257F-Well2-95,Well2,95,CP257F
449,96,0.8617629478480048,CP257J-Well3-96,Well3,96,CP257J
450,96,1.174116316055223,CP257J-Well4-96,Well4,96,CP257J
451,96,1.652725403760955,CP257F-Well5-96,Well5,96,CP257F
452,96,3.1577433083382296,CP257K-Well1-96,Well1,96,CP257K
453,96,3.523310111587948,CP257F-Well4-96,Well4,96,CP257F
454,96,16.225644942032645,CP257D-Well1-96,Well1,96,CP257D
455,96,0.848180315520016,CP257K-Well5-96,Well5,96,CP257K
456,96,4.035817969191477,CP257A-Well1-96,Well1,96,CP257A
457,96,11.99951751430385,CP257A-Well2-96,Well2,96,CP257A
458,96,6.662312973048268,CP257L-Well4-96,Well4,96,CP257L
459,96,3.147916852624244,CP257A-Well4-96,Well4,96,CP257A
460,96,1.46538504181679,CP257D-Well4-96,Well4,96,CP257D
461,97,4.464643084933971,CP257J-Well1-97,Well1,97,CP257J
462,97,14.303933291759884,CP257D-Well1-97,Well1,97,CP257D
463,97,17.417159669751378,CP257A-Well4-97,Well4,97,CP257A
464,97,4.2351150182200685,CP257K-Well1-97,Well1,97,CP257K
465,97,18.23731322654616,CP257A-Well2-97,Well2,97,CP257A
466,97,3.3664033697751163,CP257N-Well4-97,Well4,97,CP257N
467,97,1.3559260758757252,CP257J-Well4-97,Well4,97,CP257J
468,97,6.473486813178478,CP257L-Well1-97,Well1,97,CP257L
469,97,1.4891902109475987,CP257K-Well5-97,Well5,97,CP257K
470,97,4.197504327832067,CP257B-Well4-97,Well4,97,CP257B
471,97,5.318683284132983,CP257K-Well4-97,Well4,97,CP257K
472,97,1.4960574319606352,CP257N-Well2-97,Well2,97,CP257N
473,97,1.8775177427259504,CP257J-Well3-97,Well3,97,CP257J
474,97,6.754038936381201,CP257D-Well4-97,Well4,97,CP257D
475,97,2.410550244792141,CP257N-Well1-97,Well1,97,CP257N
476,97,8.939347525699256,CP257L-Well4-97,Well4,97,CP257L
477,97,17.494520767655175,CP257F-Well5-97,Well5,97,CP257F
478,97,7.645404432562888,CP257K-Well6-97,Well6,97,CP257K
479,97,8.038731910092286,CP257F-Well4-97,Well4,97,CP257F
480,98,5.547868569932111,CP257B-Well4-98,Well4,98,CP257B
481,98,4.803037213357846,CP257K-Well4-98,Well4,98,CP257K
482,98,30.18861108876231,CP257L-Well1-98,Well1,98,CP257L
483,98,4.714283307488165,CP257K-Well2-98,Well2,98,CP257K
484,98,5.315623012365123,CP257J-Well1-98,Well1,98,CP257J
