Cell_Quality	cell_count	site	plate	well	site_location	Metadata_dataset_split
Perfect	2223	CP257K-Well4-60	CP257K	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2148	CP257K-Well4-60	CP257K	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	717	CP257K-Well4-60	CP257K	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	627	CP257K-Well4-60	CP257K	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Great	456	CP257K-Well4-60	CP257K	Well4	60	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4127	CP257K-Well5-32	CP257K	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4011	CP257K-Well5-32	CP257K	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	899	CP257K-Well5-32	CP257K	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	882	CP257K-Well5-32	CP257K	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Great	726	CP257K-Well5-32	CP257K	Well5	32	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2426	CP257K-Well1-72	CP257K	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2410	CP257K-Well1-72	CP257K	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	744	CP257K-Well1-72	CP257K	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Great	537	CP257K-Well1-72	CP257K	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	376	CP257K-Well1-72	CP257K	Well1	72	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3645	CP257K-Well3-16	CP257K	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3543	CP257K-Well3-16	CP257K	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	977	CP257K-Well3-16	CP257K	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	825	CP257K-Well3-16	CP257K	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Great	625	CP257K-Well3-16	CP257K	Well3	16	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4991	CP257K-Well2-44	CP257K	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4845	CP257K-Well2-44	CP257K	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1754	CP257K-Well2-44	CP257K	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	785	CP257K-Well2-44	CP257K	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Great	775	CP257K-Well2-44	CP257K	Well2	44	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2380	CP257K-Well6-40	CP257K	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2367	CP257K-Well6-40	CP257K	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	518	CP257K-Well6-40	CP257K	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	518	CP257K-Well6-40	CP257K	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Great	412	CP257K-Well6-40	CP257K	Well6	40	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3977	CP257K-Well1-36	CP257K	Well1	36	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3904	CP257K-Well1-36	CP257K	Well1	36	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1050	CP257K-Well1-36	CP257K	Well1	36	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	761	CP257K-Well1-36	CP257K	Well1	36	ALLBATCHES___ALLPLATES___ALLWELLS
Great	743	CP257K-Well1-36	CP257K	Well1	36	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3755	CP257K-Well3-52	CP257K	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3659	CP257K-Well3-52	CP257K	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1081	CP257K-Well3-52	CP257K	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	810	CP257K-Well3-52	CP257K	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Great	674	CP257K-Well3-52	CP257K	Well3	52	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3946	CP257K-Well4-24	CP257K	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3827	CP257K-Well4-24	CP257K	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	982	CP257K-Well4-24	CP257K	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	941	CP257K-Well4-24	CP257K	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Great	758	CP257K-Well4-24	CP257K	Well4	24	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1511	CP257K-Well2-80	CP257K	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1276	CP257K-Well2-80	CP257K	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1226	CP257K-Well2-80	CP257K	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Great	271	CP257K-Well2-80	CP257K	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	93	CP257K-Well2-80	CP257K	Well2	80	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3888	CP257K-Well6-22	CP257K	Well6	22	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3504	CP257K-Well6-22	CP257K	Well6	22	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	981	CP257K-Well6-22	CP257K	Well6	22	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	850	CP257K-Well6-22	CP257K	Well6	22	ALLBATCHES___ALLPLATES___ALLWELLS
Great	666	CP257K-Well6-22	CP257K	Well6	22	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	5232	CP257K-Well1-18	CP257K	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4924	CP257K-Well1-18	CP257K	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	4267	CP257K-Well1-18	CP257K	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1012	CP257K-Well1-18	CP257K	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	613	CP257K-Well1-18	CP257K	Well1	18	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3068	CP257K-Well5-50	CP257K	Well5	50	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2768	CP257K-Well5-50	CP257K	Well5	50	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	764	CP257K-Well5-50	CP257K	Well5	50	ALLBATCHES___ALLPLATES___ALLWELLS
Great	499	CP257K-Well5-50	CP257K	Well5	50	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	483	CP257K-Well5-50	CP257K	Well5	50	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3736	CP257K-Well3-34	CP257K	Well3	34	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3722	CP257K-Well3-34	CP257K	Well3	34	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	894	CP257K-Well3-34	CP257K	Well3	34	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	824	CP257K-Well3-34	CP257K	Well3	34	ALLBATCHES___ALLPLATES___ALLWELLS
Great	647	CP257K-Well3-34	CP257K	Well3	34	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3270	CP257K-Well2-62	CP257K	Well2	62	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3166	CP257K-Well2-62	CP257K	Well2	62	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	764	CP257K-Well2-62	CP257K	Well2	62	ALLBATCHES___ALLPLATES___ALLWELLS
Great	608	CP257K-Well2-62	CP257K	Well2	62	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	590	CP257K-Well2-62	CP257K	Well2	62	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4520	CP257K-Well1-54	CP257K	Well1	54	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4368	CP257K-Well1-54	CP257K	Well1	54	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1655	CP257K-Well1-54	CP257K	Well1	54	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	812	CP257K-Well1-54	CP257K	Well1	54	ALLBATCHES___ALLPLATES___ALLWELLS
Great	799	CP257K-Well1-54	CP257K	Well1	54	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3490	CP257K-Well2-26	CP257K	Well2	26	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3391	CP257K-Well2-26	CP257K	Well2	26	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	892	CP257K-Well2-26	CP257K	Well2	26	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	701	CP257K-Well2-26	CP257K	Well2	26	ALLBATCHES___ALLPLATES___ALLWELLS
Great	696	CP257K-Well2-26	CP257K	Well2	26	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3836	CP257K-Well5-14	CP257K	Well5	14	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3803	CP257K-Well5-14	CP257K	Well5	14	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	945	CP257K-Well5-14	CP257K	Well5	14	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	815	CP257K-Well5-14	CP257K	Well5	14	ALLBATCHES___ALLPLATES___ALLWELLS
Great	719	CP257K-Well5-14	CP257K	Well5	14	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3761	CP257K-Well3-70	CP257K	Well3	70	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3625	CP257K-Well3-70	CP257K	Well3	70	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2726	CP257K-Well3-70	CP257K	Well3	70	ALLBATCHES___ALLPLATES___ALLWELLS
Great	746	CP257K-Well3-70	CP257K	Well3	70	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	435	CP257K-Well3-70	CP257K	Well3	70	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3937	CP257K-Well4-42	CP257K	Well4	42	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3774	CP257K-Well4-42	CP257K	Well4	42	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1065	CP257K-Well4-42	CP257K	Well4	42	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	891	CP257K-Well4-42	CP257K	Well4	42	ALLBATCHES___ALLPLATES___ALLWELLS
Great	656	CP257K-Well4-42	CP257K	Well4	42	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3522	CP257K-Well4-59	CP257K	Well4	59	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2935	CP257K-Well4-59	CP257K	Well4	59	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	932	CP257K-Well4-59	CP257K	Well4	59	ALLBATCHES___ALLPLATES___ALLWELLS
Great	669	CP257K-Well4-59	CP257K	Well4	59	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	453	CP257K-Well4-59	CP257K	Well4	59	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3179	CP257K-Well3-87	CP257K	Well3	87	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3158	CP257K-Well3-87	CP257K	Well3	87	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	835	CP257K-Well3-87	CP257K	Well3	87	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	581	CP257K-Well3-87	CP257K	Well3	87	ALLBATCHES___ALLPLATES___ALLWELLS
Great	568	CP257K-Well3-87	CP257K	Well3	87	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4620	CP257K-Well6-75	CP257K	Well6	75	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3796	CP257K-Well6-75	CP257K	Well6	75	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1120	CP257K-Well6-75	CP257K	Well6	75	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	966	CP257K-Well6-75	CP257K	Well6	75	ALLBATCHES___ALLPLATES___ALLWELLS
Great	875	CP257K-Well6-75	CP257K	Well6	75	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2847	CP257K-Well6-39	CP257K	Well6	39	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2517	CP257K-Well6-39	CP257K	Well6	39	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	943	CP257K-Well6-39	CP257K	Well6	39	ALLBATCHES___ALLPLATES___ALLWELLS
Great	689	CP257K-Well6-39	CP257K	Well6	39	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	337	CP257K-Well6-39	CP257K	Well6	39	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4683	CP257K-Well4-95	CP257K	Well4	95	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4071	CP257K-Well4-95	CP257K	Well4	95	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2293	CP257K-Well4-95	CP257K	Well4	95	ALLBATCHES___ALLPLATES___ALLWELLS
Great	872	CP257K-Well4-95	CP257K	Well4	95	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	769	CP257K-Well4-95	CP257K	Well4	95	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4328	CP257K-Well5-67	CP257K	Well5	67	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3471	CP257K-Well5-67	CP257K	Well5	67	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	982	CP257K-Well5-67	CP257K	Well5	67	ALLBATCHES___ALLPLATES___ALLWELLS
Great	820	CP257K-Well5-67	CP257K	Well5	67	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	768	CP257K-Well5-67	CP257K	Well5	67	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	6491	CP257K-Well2-79	CP257K	Well2	79	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	6131	CP257K-Well2-79	CP257K	Well2	79	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	5974	CP257K-Well2-79	CP257K	Well2	79	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1219	CP257K-Well2-79	CP257K	Well2	79	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	584	CP257K-Well2-79	CP257K	Well2	79	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3755	CP257K-Well4-77	CP257K	Well4	77	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3131	CP257K-Well4-77	CP257K	Well4	77	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	985	CP257K-Well4-77	CP257K	Well4	77	ALLBATCHES___ALLPLATES___ALLWELLS
Great	742	CP257K-Well4-77	CP257K	Well4	77	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	511	CP257K-Well4-77	CP257K	Well4	77	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2742	CP257K-Well5-49	CP257K	Well5	49	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2626	CP257K-Well5-49	CP257K	Well5	49	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1025	CP257K-Well5-49	CP257K	Well5	49	ALLBATCHES___ALLPLATES___ALLWELLS
Great	614	CP257K-Well5-49	CP257K	Well5	49	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	288	CP257K-Well5-49	CP257K	Well5	49	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	593	CP257K-Well6-93	CP257K	Well6	93	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	568	CP257K-Well6-93	CP257K	Well6	93	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	142	CP257K-Well6-93	CP257K	Well6	93	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	107	CP257K-Well6-93	CP257K	Well6	93	ALLBATCHES___ALLPLATES___ALLWELLS
Great	103	CP257K-Well6-93	CP257K	Well6	93	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3959	CP257K-Well1-89	CP257K	Well1	89	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3814	CP257K-Well1-89	CP257K	Well1	89	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3347	CP257K-Well1-89	CP257K	Well1	89	ALLBATCHES___ALLPLATES___ALLWELLS
Great	653	CP257K-Well1-89	CP257K	Well1	89	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	276	CP257K-Well1-89	CP257K	Well1	89	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4989	CP257K-Well6-57	CP257K	Well6	57	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4102	CP257K-Well6-57	CP257K	Well6	57	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1211	CP257K-Well6-57	CP257K	Well6	57	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	949	CP257K-Well6-57	CP257K	Well6	57	ALLBATCHES___ALLPLATES___ALLWELLS
Great	856	CP257K-Well6-57	CP257K	Well6	57	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3979	CP257K-Well5-85	CP257K	Well5	85	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3337	CP257K-Well5-85	CP257K	Well5	85	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1005	CP257K-Well5-85	CP257K	Well5	85	ALLBATCHES___ALLPLATES___ALLWELLS
Great	726	CP257K-Well5-85	CP257K	Well5	85	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	720	CP257K-Well5-85	CP257K	Well5	85	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	5029	CP257K-Well3-69	CP257K	Well3	69	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4980	CP257K-Well3-69	CP257K	Well3	69	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2794	CP257K-Well3-69	CP257K	Well3	69	ALLBATCHES___ALLPLATES___ALLWELLS
Great	904	CP257K-Well3-69	CP257K	Well3	69	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	786	CP257K-Well3-69	CP257K	Well3	69	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3249	CP257K-Well2-97	CP257K	Well2	97	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3210	CP257K-Well2-97	CP257K	Well2	97	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1731	CP257K-Well2-97	CP257K	Well2	97	ALLBATCHES___ALLPLATES___ALLWELLS
Great	573	CP257K-Well2-97	CP257K	Well2	97	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	494	CP257K-Well2-97	CP257K	Well2	97	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3603	CP257K-Well4-68	CP257K	Well4	68	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3020	CP257K-Well4-68	CP257K	Well4	68	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	975	CP257K-Well4-68	CP257K	Well4	68	ALLBATCHES___ALLPLATES___ALLWELLS
Great	719	CP257K-Well4-68	CP257K	Well4	68	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	504	CP257K-Well4-68	CP257K	Well4	68	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3432	CP257K-Well3-96	CP257K	Well3	96	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3328	CP257K-Well3-96	CP257K	Well3	96	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	934	CP257K-Well3-96	CP257K	Well3	96	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	692	CP257K-Well3-96	CP257K	Well3	96	ALLBATCHES___ALLPLATES___ALLWELLS
Great	535	CP257K-Well3-96	CP257K	Well3	96	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3682	CP257K-Well6-84	CP257K	Well6	84	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3320	CP257K-Well6-84	CP257K	Well6	84	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	927	CP257K-Well6-84	CP257K	Well6	84	ALLBATCHES___ALLPLATES___ALLWELLS
Great	743	CP257K-Well6-84	CP257K	Well6	84	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	600	CP257K-Well6-84	CP257K	Well6	84	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4508	CP257K-Well6-48	CP257K	Well6	48	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4048	CP257K-Well6-48	CP257K	Well6	48	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1188	CP257K-Well6-48	CP257K	Well6	48	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	963	CP257K-Well6-48	CP257K	Well6	48	ALLBATCHES___ALLPLATES___ALLWELLS
Great	858	CP257K-Well6-48	CP257K	Well6	48	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3963	CP257K-Well5-76	CP257K	Well5	76	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3174	CP257K-Well5-76	CP257K	Well5	76	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1024	CP257K-Well5-76	CP257K	Well5	76	ALLBATCHES___ALLPLATES___ALLWELLS
Great	833	CP257K-Well5-76	CP257K	Well5	76	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	695	CP257K-Well5-76	CP257K	Well5	76	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	5882	CP257K-Well2-88	CP257K	Well2	88	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	5682	CP257K-Well2-88	CP257K	Well2	88	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	5083	CP257K-Well2-88	CP257K	Well2	88	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1132	CP257K-Well2-88	CP257K	Well2	88	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	622	CP257K-Well2-88	CP257K	Well2	88	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4952	CP257K-Well4-86	CP257K	Well4	86	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3694	CP257K-Well4-86	CP257K	Well4	86	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1789	CP257K-Well4-86	CP257K	Well4	86	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	909	CP257K-Well4-86	CP257K	Well4	86	ALLBATCHES___ALLPLATES___ALLWELLS
Great	872	CP257K-Well4-86	CP257K	Well4	86	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3791	CP257K-Well5-58	CP257K	Well5	58	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3421	CP257K-Well5-58	CP257K	Well5	58	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1088	CP257K-Well5-58	CP257K	Well5	58	ALLBATCHES___ALLPLATES___ALLWELLS
Great	863	CP257K-Well5-58	CP257K	Well5	58	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	655	CP257K-Well5-58	CP257K	Well5	58	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1305	CP257K-Well1-98	CP257K	Well1	98	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1272	CP257K-Well1-98	CP257K	Well1	98	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1146	CP257K-Well1-98	CP257K	Well1	98	ALLBATCHES___ALLPLATES___ALLWELLS
Great	216	CP257K-Well1-98	CP257K	Well1	98	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	99	CP257K-Well1-98	CP257K	Well1	98	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4901	CP257K-Well6-66	CP257K	Well6	66	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4050	CP257K-Well6-66	CP257K	Well6	66	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1192	CP257K-Well6-66	CP257K	Well6	66	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	975	CP257K-Well6-66	CP257K	Well6	66	ALLBATCHES___ALLPLATES___ALLWELLS
Great	902	CP257K-Well6-66	CP257K	Well6	66	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3171	CP257K-Well5-94	CP257K	Well5	94	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2995	CP257K-Well5-94	CP257K	Well5	94	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1400	CP257K-Well5-94	CP257K	Well5	94	ALLBATCHES___ALLPLATES___ALLWELLS
Great	558	CP257K-Well5-94	CP257K	Well5	94	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	509	CP257K-Well5-94	CP257K	Well5	94	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4676	CP257K-Well3-78	CP257K	Well3	78	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4662	CP257K-Well3-78	CP257K	Well3	78	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2355	CP257K-Well3-78	CP257K	Well3	78	ALLBATCHES___ALLPLATES___ALLWELLS
Great	934	CP257K-Well3-78	CP257K	Well3	78	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	803	CP257K-Well3-78	CP257K	Well3	78	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1064	CP257K-Well5-21	CP257K	Well5	21	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1029	CP257K-Well5-21	CP257K	Well5	21	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	419	CP257K-Well5-21	CP257K	Well5	21	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	153	CP257K-Well5-21	CP257K	Well5	21	ALLBATCHES___ALLPLATES___ALLWELLS
Great	147	CP257K-Well5-21	CP257K	Well5	21	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2066	CP257K-Well1-61	CP257K	Well1	61	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2026	CP257K-Well1-61	CP257K	Well1	61	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	492	CP257K-Well1-61	CP257K	Well1	61	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	456	CP257K-Well1-61	CP257K	Well1	61	ALLBATCHES___ALLPLATES___ALLWELLS
Great	353	CP257K-Well1-61	CP257K	Well1	61	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	5657	CP257K-Well3-5	CP257K	Well3	5	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	5371	CP257K-Well3-5	CP257K	Well3	5	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	5330	CP257K-Well3-5	CP257K	Well3	5	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1023	CP257K-Well3-5	CP257K	Well3	5	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	571	CP257K-Well3-5	CP257K	Well3	5	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4412	CP257K-Well2-33	CP257K	Well2	33	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4321	CP257K-Well2-33	CP257K	Well2	33	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1351	CP257K-Well2-33	CP257K	Well2	33	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	795	CP257K-Well2-33	CP257K	Well2	33	ALLBATCHES___ALLPLATES___ALLWELLS
Great	690	CP257K-Well2-33	CP257K	Well2	33	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3577	CP257K-Well1-25	CP257K	Well1	25	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3513	CP257K-Well1-25	CP257K	Well1	25	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	863	CP257K-Well1-25	CP257K	Well1	25	ALLBATCHES___ALLPLATES___ALLWELLS
