Cell_Quality	cell_count	site	plate	well	site_location	Metadata_dataset_split
Perfect	3005	CP257B-Well3-26	CP257B	Well3	26	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2535	CP257B-Well3-26	CP257B	Well3	26	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1202	CP257B-Well3-26	CP257B	Well3	26	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1149	CP257B-Well3-26	CP257B	Well3	26	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	623	CP257B-Well3-26	CP257B	Well3	26	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2593	CP257B-Well1-82	CP257B	Well1	82	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2208	CP257B-Well1-82	CP257B	Well1	82	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	823	CP257B-Well1-82	CP257B	Well1	82	ALLBATCHES___ALLPLATES___ALLWELLS
Great	756	CP257B-Well1-82	CP257B	Well1	82	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	637	CP257B-Well1-82	CP257B	Well1	82	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3971	CP257B-Well2-18	CP257B	Well2	18	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3129	CP257B-Well2-18	CP257B	Well2	18	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1064	CP257B-Well2-18	CP257B	Well2	18	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1014	CP257B-Well2-18	CP257B	Well2	18	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	761	CP257B-Well2-18	CP257B	Well2	18	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3809	CP257B-Well1-46	CP257B	Well1	46	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3515	CP257B-Well1-46	CP257B	Well1	46	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1889	CP257B-Well1-46	CP257B	Well1	46	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1797	CP257B-Well1-46	CP257B	Well1	46	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1308	CP257B-Well1-46	CP257B	Well1	46	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2592	CP257B-Well6-50	CP257B	Well6	50	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2265	CP257B-Well6-50	CP257B	Well6	50	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1159	CP257B-Well6-50	CP257B	Well6	50	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1067	CP257B-Well6-50	CP257B	Well6	50	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	431	CP257B-Well6-50	CP257B	Well6	50	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2932	CP257B-Well4-34	CP257B	Well4	34	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2463	CP257B-Well4-34	CP257B	Well4	34	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1172	CP257B-Well4-34	CP257B	Well4	34	ALLBATCHES___ALLPLATES___ALLWELLS
Great	808	CP257B-Well4-34	CP257B	Well4	34	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	395	CP257B-Well4-34	CP257B	Well4	34	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3695	CP257B-Well3-62	CP257B	Well3	62	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2789	CP257B-Well3-62	CP257B	Well3	62	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	970	CP257B-Well3-62	CP257B	Well3	62	ALLBATCHES___ALLPLATES___ALLWELLS
Great	784	CP257B-Well3-62	CP257B	Well3	62	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	550	CP257B-Well3-62	CP257B	Well3	62	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1859	CP257B-Well5-60	CP257B	Well5	60	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1627	CP257B-Well5-60	CP257B	Well5	60	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	967	CP257B-Well5-60	CP257B	Well5	60	ALLBATCHES___ALLPLATES___ALLWELLS
Great	709	CP257B-Well5-60	CP257B	Well5	60	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	157	CP257B-Well5-60	CP257B	Well5	60	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2020	CP257B-Well1-28	CP257B	Well1	28	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1819	CP257B-Well1-28	CP257B	Well1	28	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1192	CP257B-Well1-28	CP257B	Well1	28	ALLBATCHES___ALLPLATES___ALLWELLS
Great	893	CP257B-Well1-28	CP257B	Well1	28	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	162	CP257B-Well1-28	CP257B	Well1	28	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4127	CP257B-Well6-32	CP257B	Well6	32	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2948	CP257B-Well6-32	CP257B	Well6	32	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	964	CP257B-Well6-32	CP257B	Well6	32	ALLBATCHES___ALLPLATES___ALLWELLS
Great	945	CP257B-Well6-32	CP257B	Well6	32	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	767	CP257B-Well6-32	CP257B	Well6	32	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2200	CP257B-Well4-16	CP257B	Well4	16	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1989	CP257B-Well4-16	CP257B	Well4	16	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1185	CP257B-Well4-16	CP257B	Well4	16	ALLBATCHES___ALLPLATES___ALLWELLS
Great	735	CP257B-Well4-16	CP257B	Well4	16	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	190	CP257B-Well4-16	CP257B	Well4	16	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3922	CP257B-Well2-72	CP257B	Well2	72	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3142	CP257B-Well2-72	CP257B	Well2	72	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	954	CP257B-Well2-72	CP257B	Well2	72	ALLBATCHES___ALLPLATES___ALLWELLS
Great	857	CP257B-Well2-72	CP257B	Well2	72	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	801	CP257B-Well2-72	CP257B	Well2	72	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4335	CP257B-Well3-44	CP257B	Well3	44	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3449	CP257B-Well3-44	CP257B	Well3	44	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1240	CP257B-Well3-44	CP257B	Well3	44	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1149	CP257B-Well3-44	CP257B	Well3	44	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	941	CP257B-Well3-44	CP257B	Well3	44	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3605	CP257B-Well2-36	CP257B	Well2	36	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2972	CP257B-Well2-36	CP257B	Well2	36	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1081	CP257B-Well2-36	CP257B	Well2	36	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1009	CP257B-Well2-36	CP257B	Well2	36	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	777	CP257B-Well2-36	CP257B	Well2	36	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	6380	CP257B-Well1-64	CP257B	Well1	64	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	5331	CP257B-Well1-64	CP257B	Well1	64	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	4538	CP257B-Well1-64	CP257B	Well1	64	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1805	CP257B-Well1-64	CP257B	Well1	64	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	974	CP257B-Well1-64	CP257B	Well1	64	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	5293	CP257B-Well4-52	CP257B	Well4	52	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3720	CP257B-Well4-52	CP257B	Well4	52	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1486	CP257B-Well4-52	CP257B	Well4	52	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1160	CP257B-Well4-52	CP257B	Well4	52	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1007	CP257B-Well4-52	CP257B	Well4	52	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1599	CP257B-Well3-80	CP257B	Well3	80	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1309	CP257B-Well3-80	CP257B	Well3	80	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1091	CP257B-Well3-80	CP257B	Well3	80	ALLBATCHES___ALLPLATES___ALLWELLS
Great	273	CP257B-Well3-80	CP257B	Well3	80	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	116	CP257B-Well3-80	CP257B	Well3	80	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3072	CP257B-Well5-24	CP257B	Well5	24	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2368	CP257B-Well5-24	CP257B	Well5	24	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1137	CP257B-Well5-24	CP257B	Well5	24	ALLBATCHES___ALLPLATES___ALLWELLS
Great	887	CP257B-Well5-24	CP257B	Well5	24	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	388	CP257B-Well5-24	CP257B	Well5	24	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4691	CP257B-Well5-51	CP257B	Well5	51	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3657	CP257B-Well5-51	CP257B	Well5	51	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1847	CP257B-Well5-51	CP257B	Well5	51	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1218	CP257B-Well5-51	CP257B	Well5	51	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	885	CP257B-Well5-51	CP257B	Well5	51	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2492	CP257B-Well1-19	CP257B	Well1	19	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2353	CP257B-Well1-19	CP257B	Well1	19	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1316	CP257B-Well1-19	CP257B	Well1	19	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1274	CP257B-Well1-19	CP257B	Well1	19	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	754	CP257B-Well1-19	CP257B	Well1	19	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3499	CP257B-Well6-23	CP257B	Well6	23	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2744	CP257B-Well6-23	CP257B	Well6	23	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1172	CP257B-Well6-23	CP257B	Well6	23	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1086	CP257B-Well6-23	CP257B	Well6	23	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	625	CP257B-Well6-23	CP257B	Well6	23	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1725	CP257B-Well4-7	CP257B	Well4	7	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1198	CP257B-Well4-7	CP257B	Well4	7	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	647	CP257B-Well4-7	CP257B	Well4	7	ALLBATCHES___ALLPLATES___ALLWELLS
Great	440	CP257B-Well4-7	CP257B	Well4	7	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	103	CP257B-Well4-7	CP257B	Well4	7	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4407	CP257B-Well2-63	CP257B	Well2	63	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3393	CP257B-Well2-63	CP257B	Well2	63	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1256	CP257B-Well2-63	CP257B	Well2	63	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	940	CP257B-Well2-63	CP257B	Well2	63	ALLBATCHES___ALLPLATES___ALLWELLS
Great	939	CP257B-Well2-63	CP257B	Well2	63	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4021	CP257B-Well3-35	CP257B	Well3	35	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3248	CP257B-Well3-35	CP257B	Well3	35	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1189	CP257B-Well3-35	CP257B	Well3	35	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1167	CP257B-Well3-35	CP257B	Well3	35	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1090	CP257B-Well3-35	CP257B	Well3	35	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2336	CP257B-Well2-27	CP257B	Well2	27	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2212	CP257B-Well2-27	CP257B	Well2	27	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1270	CP257B-Well2-27	CP257B	Well2	27	ALLBATCHES___ALLPLATES___ALLWELLS
Great	955	CP257B-Well2-27	CP257B	Well2	27	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	413	CP257B-Well2-27	CP257B	Well2	27	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	6232	CP257B-Well6-5	CP257B	Well6	5	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	5194	CP257B-Well6-5	CP257B	Well6	5	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4025	CP257B-Well6-5	CP257B	Well6	5	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1954	CP257B-Well6-5	CP257B	Well6	5	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	760	CP257B-Well6-5	CP257B	Well6	5	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4990	CP257B-Well1-55	CP257B	Well1	55	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4901	CP257B-Well1-55	CP257B	Well1	55	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	3729	CP257B-Well1-55	CP257B	Well1	55	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1784	CP257B-Well1-55	CP257B	Well1	55	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	993	CP257B-Well1-55	CP257B	Well1	55	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3492	CP257B-Well4-43	CP257B	Well4	43	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2659	CP257B-Well4-43	CP257B	Well4	43	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1057	CP257B-Well4-43	CP257B	Well4	43	ALLBATCHES___ALLPLATES___ALLWELLS
Great	873	CP257B-Well4-43	CP257B	Well4	43	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	540	CP257B-Well4-43	CP257B	Well4	43	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	554	CP257B-Well3-71	CP257B	Well3	71	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	416	CP257B-Well3-71	CP257B	Well3	71	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	157	CP257B-Well3-71	CP257B	Well3	71	ALLBATCHES___ALLPLATES___ALLWELLS
Great	117	CP257B-Well3-71	CP257B	Well3	71	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	73	CP257B-Well3-71	CP257B	Well3	71	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2839	CP257B-Well5-15	CP257B	Well5	15	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2256	CP257B-Well5-15	CP257B	Well5	15	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1154	CP257B-Well5-15	CP257B	Well5	15	ALLBATCHES___ALLPLATES___ALLWELLS
Great	850	CP257B-Well5-15	CP257B	Well5	15	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	285	CP257B-Well5-15	CP257B	Well5	15	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4269	CP257B-Well5-6	CP257B	Well5	6	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3166	CP257B-Well5-6	CP257B	Well5	6	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1327	CP257B-Well5-6	CP257B	Well5	6	ALLBATCHES___ALLPLATES___ALLWELLS
Great	924	CP257B-Well5-6	CP257B	Well5	6	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	871	CP257B-Well5-6	CP257B	Well5	6	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2427	CP257B-Well1-37	CP257B	Well1	37	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	1847	CP257B-Well1-37	CP257B	Well1	37	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1654	CP257B-Well1-37	CP257B	Well1	37	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1075	CP257B-Well1-37	CP257B	Well1	37	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	399	CP257B-Well1-37	CP257B	Well1	37	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	5524	CP257B-Well6-41	CP257B	Well6	41	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3741	CP257B-Well6-41	CP257B	Well6	41	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2874	CP257B-Well6-41	CP257B	Well6	41	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1281	CP257B-Well6-41	CP257B	Well6	41	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	835	CP257B-Well6-41	CP257B	Well6	41	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3059	CP257B-Well4-25	CP257B	Well4	25	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2562	CP257B-Well4-25	CP257B	Well4	25	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1152	CP257B-Well4-25	CP257B	Well4	25	ALLBATCHES___ALLPLATES___ALLWELLS
Great	929	CP257B-Well4-25	CP257B	Well4	25	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	421	CP257B-Well4-25	CP257B	Well4	25	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	6415	CP257B-Well3-53	CP257B	Well3	53	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4983	CP257B-Well3-53	CP257B	Well3	53	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2875	CP257B-Well3-53	CP257B	Well3	53	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1118	CP257B-Well3-53	CP257B	Well3	53	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	864	CP257B-Well3-53	CP257B	Well3	53	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	6333	CP257B-Well2-45	CP257B	Well2	45	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	5244	CP257B-Well2-45	CP257B	Well2	45	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	4302	CP257B-Well2-45	CP257B	Well2	45	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1409	CP257B-Well2-45	CP257B	Well2	45	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	761	CP257B-Well2-45	CP257B	Well2	45	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4216	CP257B-Well3-17	CP257B	Well3	17	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3121	CP257B-Well3-17	CP257B	Well3	17	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1049	CP257B-Well3-17	CP257B	Well3	17	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1023	CP257B-Well3-17	CP257B	Well3	17	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	879	CP257B-Well3-17	CP257B	Well3	17	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2939	CP257B-Well1-73	CP257B	Well1	73	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2772	CP257B-Well1-73	CP257B	Well1	73	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1321	CP257B-Well1-73	CP257B	Well1	73	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1268	CP257B-Well1-73	CP257B	Well1	73	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	647	CP257B-Well1-73	CP257B	Well1	73	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3081	CP257B-Well4-61	CP257B	Well4	61	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2176	CP257B-Well4-61	CP257B	Well4	61	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	844	CP257B-Well4-61	CP257B	Well4	61	ALLBATCHES___ALLPLATES___ALLWELLS
Great	689	CP257B-Well4-61	CP257B	Well4	61	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	576	CP257B-Well4-61	CP257B	Well4	61	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	845	CP257B-Well3-8	CP257B	Well3	8	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	619	CP257B-Well3-8	CP257B	Well3	8	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	205	CP257B-Well3-8	CP257B	Well3	8	ALLBATCHES___ALLPLATES___ALLWELLS
Great	181	CP257B-Well3-8	CP257B	Well3	8	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	151	CP257B-Well3-8	CP257B	Well3	8	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3583	CP257B-Well5-33	CP257B	Well5	33	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2548	CP257B-Well5-33	CP257B	Well5	33	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1096	CP257B-Well5-33	CP257B	Well5	33	ALLBATCHES___ALLPLATES___ALLWELLS
Great	987	CP257B-Well5-33	CP257B	Well5	33	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	521	CP257B-Well5-33	CP257B	Well5	33	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2205	CP257B-Well5-39	CP257B	Well5	39	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	1915	CP257B-Well5-39	CP257B	Well5	39	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1172	CP257B-Well5-39	CP257B	Well5	39	ALLBATCHES___ALLPLATES___ALLWELLS
Great	974	CP257B-Well5-39	CP257B	Well5	39	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	243	CP257B-Well5-39	CP257B	Well5	39	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2769	CP257B-Well3-95	CP257B	Well3	95	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2558	CP257B-Well3-95	CP257B	Well3	95	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1118	CP257B-Well3-95	CP257B	Well3	95	ALLBATCHES___ALLPLATES___ALLWELLS
Great	922	CP257B-Well3-95	CP257B	Well3	95	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	464	CP257B-Well3-95	CP257B	Well3	95	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2455	CP257B-Well4-67	CP257B	Well4	67	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2087	CP257B-Well4-67	CP257B	Well4	67	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1124	CP257B-Well4-67	CP257B	Well4	67	ALLBATCHES___ALLPLATES___ALLWELLS
Great	865	CP257B-Well4-67	CP257B	Well4	67	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	227	CP257B-Well4-67	CP257B	Well4	67	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	5151	CP257B-Well1-79	CP257B	Well1	79	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	4026	CP257B-Well1-79	CP257B	Well1	79	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	2066	CP257B-Well1-79	CP257B	Well1	79	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1392	CP257B-Well1-79	CP257B	Well1	79	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1002	CP257B-Well1-79	CP257B	Well1	79	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3658	CP257B-Well6-83	CP257B	Well6	83	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2939	CP257B-Well6-83	CP257B	Well6	83	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1039	CP257B-Well6-83	CP257B	Well6	83	ALLBATCHES___ALLPLATES___ALLWELLS
Great	873	CP257B-Well6-83	CP257B	Well6	83	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	695	CP257B-Well6-83	CP257B	Well6	83	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	2526	CP257B-Well5-75	CP257B	Well5	75	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2098	CP257B-Well5-75	CP257B	Well5	75	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1167	CP257B-Well5-75	CP257B	Well5	75	ALLBATCHES___ALLPLATES___ALLWELLS
Great	843	CP257B-Well5-75	CP257B	Well5	75	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	254	CP257B-Well5-75	CP257B	Well5	75	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	3715	CP257B-Well6-47	CP257B	Well6	47	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2791	CP257B-Well6-47	CP257B	Well6	47	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1193	CP257B-Well6-47	CP257B	Well6	47	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1186	CP257B-Well6-47	CP257B	Well6	47	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	757	CP257B-Well6-47	CP257B	Well6	47	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4149	CP257B-Well2-87	CP257B	Well2	87	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3331	CP257B-Well2-87	CP257B	Well2	87	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1138	CP257B-Well2-87	CP257B	Well2	87	ALLBATCHES___ALLPLATES___ALLWELLS
Great	1059	CP257B-Well2-87	CP257B	Well2	87	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	839	CP257B-Well2-87	CP257B	Well2	87	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4080	CP257B-Well3-59	CP257B	Well3	59	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	2936	CP257B-Well3-59	CP257B	Well3	59	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	1059	CP257B-Well3-59	CP257B	Well3	59	ALLBATCHES___ALLPLATES___ALLWELLS
Great	942	CP257B-Well3-59	CP257B	Well3	59	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	869	CP257B-Well3-59	CP257B	Well3	59	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	4144	CP257B-Well5-57	CP257B	Well5	57	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3023	CP257B-Well5-57	CP257B	Well5	57	ALLBATCHES___ALLPLATES___ALLWELLS
Imperfect	993	CP257B-Well5-57	CP257B	Well5	57	ALLBATCHES___ALLPLATES___ALLWELLS
Great	992	CP257B-Well5-57	CP257B	Well5	57	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	786	CP257B-Well5-57	CP257B	Well5	57	ALLBATCHES___ALLPLATES___ALLWELLS
Perfect	5138	CP257B-Well4-85	CP257B	Well4	85	ALLBATCHES___ALLPLATES___ALLWELLS
Bad	3441	CP257B-Well4-85	CP257B	Well4	85	ALLBATCHES___ALLPLATES___ALLWELLS
Empty	1607	CP257B-Well4-85	CP257B	Well4	85	ALLBATCHES___ALLPLATES___ALLWELLS
